SeriesId,Month,Day,BibleReading,PrimaryBookPageRange,PrimaryBookPageStart,PrimaryBookPageEnd,SecondaryBookPageRange,SecondaryBookPageStart,SecondaryBookPageEnd,SortOrder,FullTextPrimary,FullTextSecondary,SummaryPoints
3,11,8,Gen 27:6,Patriarchs and Prophets pp. 758-761,758,761,,,,1108,Sample text from Patriarchs and Prophets pages 758-761. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 758-761 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,9,Gen 18:5,Patriarchs and Prophets pp. 762-765,762,765,,,,1109,Sample text from Patriarchs and Prophets pages 762-765. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 762-765 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,10,Gen 36:11,Patriarchs and Prophets pp. 766-770,766,770,,,,1110,Sample text from Patriarchs and Prophets pages 766-770. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 766-770 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,11,Gen 5:19,Patriarchs and Prophets pp. 771-774,771,774,,,,1111,Sample text from Patriarchs and Prophets pages 771-774. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 771-774 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,12,Gen 13:8,Patriarchs and Prophets pp. 775-779,775,779,,,,1112,Sample text from Patriarchs and Prophets pages 775-779. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 775-779 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,13,Gen 17:8,Patriarchs and Prophets pp. 780-785,780,785,,,,1113,Sample text from Patriarchs and Prophets pages 780-785. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 780-785 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,14,Gen 32:5,Patriarchs and Prophets pp. 786-789,786,789,,,,1114,Sample text from Patriarchs and Prophets pages 786-789. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 786-789 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,15,Gen 7:14,Patriarchs and Prophets pp. 790-795,790,795,,,,1115,Sample text from Patriarchs and Prophets pages 790-795. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 790-795 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,16,Gen 5:12,Patriarchs and Prophets pp. 796-800,796,800,,,,1116,Sample text from Patriarchs and Prophets pages 796-800. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 796-800 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,17,Gen 9:3,Patriarchs and Prophets pp. 1-4,1,4,,,,1117,Sample text from Patriarchs and Prophets pages 1-4. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 1-4 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,18,Gen 7:2,Patriarchs and Prophets pp. 5-10,5,10,,,,1118,Sample text from Patriarchs and Prophets pages 5-10. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 5-10 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,19,Gen 8:17,Patriarchs and Prophets pp. 11-14,11,14,,,,1119,Sample text from Patriarchs and Prophets pages 11-14. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 11-14 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,20,Gen 25:19,Patriarchs and Prophets pp. 15-20,15,20,,,,1120,Sample text from Patriarchs and Prophets pages 15-20. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 15-20 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,21,Gen 13:17,Patriarchs and Prophets pp. 21-26,21,26,,,,1121,Sample text from Patriarchs and Prophets pages 21-26. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 21-26 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,22,Gen 48:11,Patriarchs and Prophets pp. 27-32,27,32,,,,1122,Sample text from Patriarchs and Prophets pages 27-32. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 27-32 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,23,Gen 21:12,Patriarchs and Prophets pp. 33-37,33,37,,,,1123,Sample text from Patriarchs and Prophets pages 33-37. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 33-37 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,24,Gen 17:19,Patriarchs and Prophets pp. 38-42,38,42,,,,1124,Sample text from Patriarchs and Prophets pages 38-42. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 38-42 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,25,Gen 6:9,Patriarchs and Prophets pp. 43-48,43,48,,,,1125,Sample text from Patriarchs and Prophets pages 43-48. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 43-48 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,26,Gen 13:8,Patriarchs and Prophets pp. 49-54,49,54,,,,1126,Sample text from Patriarchs and Prophets pages 49-54. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 49-54 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,27,Gen 34:6,Patriarchs and Prophets pp. 55-59,55,59,,,,1127,Sample text from Patriarchs and Prophets pages 55-59. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 55-59 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,28,Gen 11:11,Patriarchs and Prophets pp. 60-64,60,64,,,,1128,Sample text from Patriarchs and Prophets pages 60-64. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 60-64 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,29,Gen 7:19,Patriarchs and Prophets pp. 65-69,65,69,,,,1129,Sample text from Patriarchs and Prophets pages 65-69. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 65-69 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,30,Gen 12:3,Patriarchs and Prophets pp. 70-75,70,75,,,,1130,Sample text from Patriarchs and Prophets pages 70-75. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 70-75 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,1,Gen 40:16,Patriarchs and Prophets pp. 76-80,76,80,,,,1201,Sample text from Patriarchs and Prophets pages 76-80. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 76-80 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,2,Gen 9:8,Patriarchs and Prophets pp. 81-85,81,85,,,,1202,Sample text from Patriarchs and Prophets pages 81-85. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 81-85 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,3,Gen 47:3,Patriarchs and Prophets pp. 86-90,86,90,,,,1203,Sample text from Patriarchs and Prophets pages 86-90. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 86-90 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,4,Gen 3:13,Patriarchs and Prophets pp. 91-94,91,94,,,,1204,Sample text from Patriarchs and Prophets pages 91-94. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 91-94 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,5,Gen 37:17,Patriarchs and Prophets pp. 95-98,95,98,,,,1205,Sample text from Patriarchs and Prophets pages 95-98. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 95-98 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,6,Gen 2:1,Patriarchs and Prophets pp. 99-102,99,102,,,,1206,Sample text from Patriarchs and Prophets pages 99-102. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 99-102 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,7,Gen 21:18,Patriarchs and Prophets pp. 103-107,103,107,,,,1207,Sample text from Patriarchs and Prophets pages 103-107. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 103-107 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,8,Gen 16:16,Patriarchs and Prophets pp. 108-112,108,112,,,,1208,Sample text from Patriarchs and Prophets pages 108-112. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 108-112 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,9,Gen 17:1,Patriarchs and Prophets pp. 113-118,113,118,,,,1209,Sample text from Patriarchs and Prophets pages 113-118. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 113-118 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,10,Gen 30:16,Patriarchs and Prophets pp. 119-123,119,123,,,,1210,Sample text from Patriarchs and Prophets pages 119-123. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 119-123 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,11,Gen 22:4,Patriarchs and Prophets pp. 124-128,124,128,,,,1211,Sample text from Patriarchs and Prophets pages 124-128. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 124-128 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,12,Gen 46:11,Patriarchs and Prophets pp. 129-133,129,133,,,,1212,Sample text from Patriarchs and Prophets pages 129-133. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 129-133 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,13,Gen 29:18,Patriarchs and Prophets pp. 134-137,134,137,,,,1213,Sample text from Patriarchs and Prophets pages 134-137. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 134-137 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,14,Gen 21:6,Patriarchs and Prophets pp. 138-141,138,141,,,,1214,Sample text from Patriarchs and Prophets pages 138-141. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 138-141 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,15,Gen 22:13,Patriarchs and Prophets pp. 142-145,142,145,,,,1215,Sample text from Patriarchs and Prophets pages 142-145. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 142-145 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,16,Gen 29:9,Patriarchs and Prophets pp. 146-150,146,150,,,,1216,Sample text from Patriarchs and Prophets pages 146-150. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 146-150 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,17,Gen 12:2,Patriarchs and Prophets pp. 151-156,151,156,,,,1217,Sample text from Patriarchs and Prophets pages 151-156. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 151-156 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,18,Gen 16:16,Patriarchs and Prophets pp. 157-162,157,162,,,,1218,Sample text from Patriarchs and Prophets pages 157-162. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 157-162 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,19,Gen 2:10,Patriarchs and Prophets pp. 163-166,163,166,,,,1219,Sample text from Patriarchs and Prophets pages 163-166. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 163-166 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,20,Gen 32:16,Patriarchs and Prophets pp. 167-170,167,170,,,,1220,Sample text from Patriarchs and Prophets pages 167-170. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 167-170 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,21,Gen 1:7,Patriarchs and Prophets pp. 171-175,171,175,,,,1221,Sample text from Patriarchs and Prophets pages 171-175. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 171-175 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,22,Gen 28:12,Patriarchs and Prophets pp. 176-179,176,179,,,,1222,Sample text from Patriarchs and Prophets pages 176-179. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 176-179 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,23,Gen 27:16,Patriarchs and Prophets pp. 180-184,180,184,,,,1223,Sample text from Patriarchs and Prophets pages 180-184. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 180-184 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,24,Gen 1:9,Patriarchs and Prophets pp. 185-188,185,188,,,,1224,Sample text from Patriarchs and Prophets pages 185-188. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 185-188 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,25,Gen 26:19,Patriarchs and Prophets pp. 189-192,189,192,,,,1225,Sample text from Patriarchs and Prophets pages 189-192. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 189-192 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,26,Gen 12:17,Patriarchs and Prophets pp. 193-197,193,197,,,,1226,Sample text from Patriarchs and Prophets pages 193-197. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 193-197 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,27,Gen 6:15,Patriarchs and Prophets pp. 198-201,198,201,,,,1227,Sample text from Patriarchs and Prophets pages 198-201. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 198-201 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,28,Gen 32:7,Patriarchs and Prophets pp. 202-206,202,206,,,,1228,Sample text from Patriarchs and Prophets pages 202-206. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 202-206 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,29,Gen 32:3,Patriarchs and Prophets pp. 207-212,207,212,,,,1229,Sample text from Patriarchs and Prophets pages 207-212. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 207-212 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,30,Gen 14:18,Patriarchs and Prophets pp. 213-217,213,217,,,,1230,Sample text from Patriarchs and Prophets pages 213-217. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 213-217 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,12,31,Gen 8:18,Patriarchs and Prophets pp. 218-221,218,221,,,,1231,Sample text from Patriarchs and Prophets pages 218-221. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 218-221 | Key theme: Faith and obedience | Application: Reflect on God's guidance
